index,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10647,Cozy & Bright Studio Close to Subway Station,26555925,Luis,Brooklyn,Bedford-Stuyvesant,40.68057,-73.95249,Entire home/apt,113,3,6,28/01/2019,0.46,1,1
10648,Modern Loft overlooking McCarren Park,38290241,Dan,Brooklyn,Greenpoint,40.71986,-73.95344,Entire home/apt,350,6,0,,,1,0
10649,"Entire  Apartment in Flushing , Queens.",96219565,Carlyn,Queens,Flushing,40.75908,-73.80845,Entire home/apt,115,3,2,30/06/2019,2,1,360
10650,King Bed in Trendy Lower East Side,240740,Ariel,Manhattan,Lower East Side,40.7192,-73.99139,Private room,140,1,221,18/06/2019,4.59,1,187
10651,Charming New York town house,2787824,Martyn,Queens,Glendale,40.70591,-73.89264,Private room,95,2,46,23/06/2017,1.15,1,0
10652,Cozy Room in Suburban Home,74044417,Bridget,Queens,Rosedale,40.65973,-73.74098,Private room,160,1,1,7/10/2018,0.11,1,365
10653,24hr access recording studio with on call engineer,61950433,Amin,Brooklyn,Clinton Hill,40.69593,-73.97003,Private room,75,1,0,,,1,0
10654,Spacious fully furnished studio apartment,83786650,Bridge,Manhattan,Upper East Side,40.75988,-73.96115,Entire home/apt,100,30,5,30/04/2019,0.34,8,229
10655,West Village 2 br 850 sf - right by the Hudson!,117236,Raj,Manhattan,West Village,40.73078,-74.0104,Entire home/apt,350,4,9,11/06/2018,0.14,1,13
10656,Spacious 1 Bedroom in the Heart of Williamsburg,221177870,Austin,Brooklyn,Williamsburg,40.71415,-73.93857,Entire home/apt,95,1,5,27/05/2019,1.2,1,0
10657,"Jacuzzi 2-BR by Central Park/Museum Mile, Harlem",55817559,Christienne,Manhattan,East Harlem,40.78748,-73.94779,Private room,399,6,15,24/06/2019,2.14,1,47
10658,Luxury Studio in Prime Lower East Side,89742769,Chels,Manhattan,Lower East Side,40.72071,-73.98764,Entire home/apt,300,1,54,28/06/2019,5.87,1,48
10659,Updated 1 Bedroom Midtown West,61391963,Corporate Housing,Manhattan,Hell's Kitchen,40.76409,-73.99122,Entire home/apt,199,30,4,31/03/2018,0.14,91,0
10660,Spacious studio on museum miles by central park,20771576,Maryam,Manhattan,East Harlem,40.79158,-73.95168,Entire home/apt,100,4,0,,,2,0
10661,Bedroom minutes to Manhattan - steps to train,200621725,Sue,Brooklyn,Williamsburg,40.71215,-73.94082,Private room,69,2,70,20/06/2019,5.79,2,30
10662,Cozy room with Private porch,69977115,Jacob,Brooklyn,Bensonhurst,40.61649,-73.99043,Private room,79,2,1,18/07/2016,0.03,4,179
10663,Spacious Studio In Queens,162276183,Gary,Queens,Rego Park,40.71663,-73.85823,Entire home/apt,59,1,110,24/06/2019,5.92,1,147
10664,All the restaurants and bars you can ask for,255216752,Amaree,Bronx,Throgs Neck,40.82807,-73.82418,Entire home/apt,80,1,0,,,1,1
10665,"Newly Renovated, Unbeatable Location Private Room",257773717,Lydia,Brooklyn,Williamsburg,40.71037,-73.96317,Private room,58,30,0,,,5,338
10666,Private Master Bedroom with Ensuite Bath HK,25043035,Lauren,Manhattan,Midtown,40.76638,-73.98311,Private room,100,1,4,12/05/2019,0.85,1,0
10667,Greenpoint room,5213686,Charlotte,Brooklyn,Greenpoint,40.73442,-73.95854,Private room,70,5,2,9/08/2018,0.16,1,0
10668,The Princess,233665357,Sandra,Bronx,Pelham Gardens,40.86723,-73.84285,Entire home/apt,67,7,2,1/04/2019,0.38,1,172
10669,Brownstone in Brooklyn,52657843,Yuchen,Brooklyn,Bedford-Stuyvesant,40.69414,-73.94723,Private room,130,3,6,9/09/2017,0.23,1,0
10670,1 BD Suite W/ Kitchen 550 SQFT Wyn Midtown 45 NYC,57574248,Christine,Manhattan,Midtown,40.75303,-73.97327,Entire home/apt,170,2,9,15/12/2017,0.26,3,0
10671,Rustic Williamsburg Loft,225087238,Roxanne And Stan,Brooklyn,Williamsburg,40.70881,-73.96688,Entire home/apt,235,5,13,4/07/2019,2.98,1,153
10672,Sunny 2-story Brooklyn townhouse w deck and garden,109589,Jessica,Brooklyn,Gowanus,40.68157,-73.98989,Entire home/apt,200,30,19,17/03/2017,0.2,1,208
10673,Cozy room in convenient Midtown West location,8048669,Lin,Manhattan,Hell's Kitchen,40.76144,-73.98849,Private room,100,2,16,16/05/2019,0.47,1,6
10674,"quiet, sunny, floor-through brownstone",1870841,David,Brooklyn,Prospect Heights,40.67995,-73.97021,Entire home/apt,130,3,5,8/05/2018,0.11,1,0
10675,Beautiful Bedroom In the Heart of Harlem,50145118,Sonia,Manhattan,Harlem,40.8091,-73.94241,Private room,89,1,3,19/08/2017,0.1,3,0
10676,2 Bedroom Private Space Near Subway,130797315,Aidana,Queens,Richmond Hill,40.70269,-73.82653,Entire home/apt,40,2,30,24/06/2019,1.47,1,44
10677,Spacious 1 BR Apartment w/ private backyard,2708284,Agustina,Brooklyn,Bedford-Stuyvesant,40.69266,-73.94553,Private room,75,6,37,17/06/2019,1.53,1,329
10678,Sleek Studio in FiDi by Sonder,12243051,Sonder,Manhattan,Financial District,40.70571,-74.00833,Entire home/apt,182,29,1,18/05/2019,0.57,96,333
10679,Spacious Modern 1BR Living by NÔM Living,732460,Nôm,Brooklyn,Williamsburg,40.70878,-73.96622,Entire home/apt,120,30,1,21/12/2018,0.15,7,108
10680,The heart of West Village - close to everything,10347684,Michael,Manhattan,West Village,40.73061,-74.00325,Entire home/apt,190,6,2,6/05/2018,0.12,1,0
10681,"Safe, cozy comfy!",52347885,Nicole,Brooklyn,Flatlands,40.62876,-73.92203,Private room,34,2,94,15/06/2019,3.14,2,70
10682,The Original Williamsburg Loft!,3891706,Jon Paul,Brooklyn,Williamsburg,40.71737,-73.96396,Entire home/apt,240,1,77,27/06/2019,1.08,1,116
10683,"15 min  Manhattan. Quiet, Safe, Clean, Good  price",99108929,Melih,Queens,Sunnyside,40.73707,-73.92082,Shared room,30,7,4,26/05/2019,0.43,2,206
10684,West Village Paradise - Large 1 bedroom,6989615,Emanuel,Manhattan,West Village,40.74069,-74.00546,Entire home/apt,175,3,18,9/06/2019,1.13,1,175
10685,Sofa bed for FEMALE only on the Lower East Side,60915621,Lynn,Manhattan,Chinatown,40.71556,-73.99209,Shared room,70,1,88,29/06/2019,5.44,1,55
10686,Luxury in Brooklyn,219449657,Franklyn,Brooklyn,Bushwick,40.68225,-73.90721,Entire home/apt,200,1,28,2/07/2019,4.22,1,30
10687,Spacious One-Bedroom in an ideal location,64182621,David,Manhattan,East Harlem,40.78584,-73.94899,Entire home/apt,99,5,0,,,1,0
10688,Beautiful Spacious Brooklyn Room #2,249291429,Boho,Brooklyn,Bedford-Stuyvesant,40.69284,-73.95954,Private room,45,3,0,,,2,135
10689,Studio King Room | 5th Ave | Full Sofabed,220229838,Chamber Hotel,Manhattan,Midtown,40.76239,-73.97444,Entire home/apt,276,2,1,18/06/2019,1,11,192
10690,"Harlem Apt, along 1 train",79546891,Brigitte,Manhattan,Harlem,40.82,-73.95331,Private room,59,4,8,16/07/2018,0.26,1,0
10691,Great View Balcony Room/ 10min to  Heart of NYC,195509478,Jingyeong,Queens,Maspeth,40.74165,-73.90603,Private room,50,1,0,,,2,62
10692,"Own Living room, Bathroom & W/D in the EV!",21186353,Benjamin,Manhattan,East Village,40.73123,-73.98655,Private room,90,14,0,,,1,0
10693,Charming Parlor Apt off Bleecker,4129805,Evelyn,Manhattan,West Village,40.73078,-74.00282,Entire home/apt,210,2,140,10/06/2019,2.1,5,319
10694,Luxury Duplex with large loft space and Terrace,1746041,Jean-Yves,Brooklyn,Greenpoint,40.72242,-73.95076,Entire home/apt,450,3,5,13/06/2019,1.06,1,43
10695,Staten Island Townhouse,214483712,Christina,Staten Island,Bull's Head,40.59448,-74.16388,Private room,40,10,0,,,3,89
10696,Cinque Terre Room.  Clean and Quiet Queen Bedroom,2787,John,Brooklyn,Gravesend,40.6081,-73.97541,Private room,149,1,24,11/05/2019,0.64,6,180
10697,Sunny Cosy Private Room Hell's Kitchen & Broadway,33464426,Natasha,Manhattan,Hell's Kitchen,40.76453,-73.98527,Private room,80,3,8,29/05/2019,1.4,1,0
10698,Room for rent,17125263,Mario,Manhattan,East Harlem,40.79655,-73.93848,Private room,75,3,54,7/07/2019,1.61,2,271
10699,Crown Heights Comfort: Cozy Room & Warm Livingroom,52610301,Jason,Brooklyn,Crown Heights,40.67068,-73.95764,Private room,43,1,5,1/01/2018,0.26,1,0
10700,Large room near CUMC....,222749009,Hana,Manhattan,Washington Heights,40.84216,-73.94227,Private room,50,1,4,7/06/2019,1.02,3,71
10701,Classic Upper East Side 1 Bed (king bed) Apt,13031379,Esther,Manhattan,Upper East Side,40.77252,-73.9556,Entire home/apt,140,2,57,16/06/2019,1.18,1,0
10702,Spacious Studio Home in Landmark Townhouse,125508339,Robert,Manhattan,Upper West Side,40.80177,-73.9693,Entire home/apt,225,3,15,22/06/2019,2.39,1,25
10703,Extra Large 1 Bedroom in Kensington/Ditmas Park,6658169,Michelle,Brooklyn,Kensington,40.63907,-73.97399,Entire home/apt,150,2,0,,,1,0
10704,1Br apt on the UES accomodates two,29707420,Riki,Manhattan,Upper East Side,40.76939,-73.9504,Entire home/apt,150,1,0,,,1,0
10705,***Awesome bedroom in the heart of  Manhattan***,34782150,Harold,Manhattan,Hell's Kitchen,40.76691,-73.98719,Private room,200,2,0,,,1,0
10706,Brooklyn Family Home with a View of a Pool,127539184,Yuna,Brooklyn,East Flatbush,40.64934,-73.94508,Entire home/apt,250,5,0,,,2,8
10707,AWESOME MODERN WILLIAMSBURG APT AVAILABLE,14017165,Daniel,Brooklyn,Williamsburg,40.70744,-73.94485,Private room,58,2,1,27/06/2016,0.03,1,0
10708,Beautiful Large Room,92195100,Airamis,Bronx,Bronxdale,40.85236,-73.86632,Private room,35,1,114,9/10/2018,3.48,1,0
10709,Cozy Private Home Space  in Gorgeous Neighborhood,215727176,Christine,Queens,Bayside,40.74933,-73.76821,Entire home/apt,175,3,1,9/10/2018,0.11,1,112
10710,Sonder | Stock Exchange | Chic 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70621,-74.01054,Entire home/apt,229,2,5,21/05/2019,1.25,327,335
10711,"Private room, shared bathroom.",39503857,Craig,Manhattan,Harlem,40.82034,-73.94345,Private room,200,1,0,,,1,0
10712,"Spacious, Cozy NYC Apartment - 1 Minute to Subway!",9117590,Samantha,Manhattan,East Harlem,40.80012,-73.94087,Private room,87,2,235,29/06/2019,3.37,1,23
10713,2 BR available for summer rental!!!,48588586,Adam,Manhattan,Midtown,40.75511,-73.96825,Private room,75,1,0,,,1,0
10714,Sophisticated 1BR in Midtown East by Sonder,12243051,Sonder,Manhattan,Midtown,40.7482,-73.98776,Entire home/apt,287,29,0,,,96,218
10715,Park slope brownstone-ish,15115649,Malka,Brooklyn,Park Slope,40.67267,-73.97871,Private room,65,1,0,,,1,0
10716,PVT room cozy & warm w/fridge 15mins to NY airport,37939474,Isaac And Eunice,Queens,Jamaica,40.70713,-73.78342,Private room,37,2,34,24/06/2019,2.63,1,331
10717,Clean and Comfortable Room near Columbia,55377720,Dan,Manhattan,Morningside Heights,40.81233,-73.95717,Private room,69,3,0,,,1,0
10718,Master Bedroom on 2nd floor in a sweet house!,22819324,Patricia,Brooklyn,Bushwick,40.69585,-73.90967,Private room,60,2,12,27/05/2019,1.01,2,0
10719,West Harlem- Recently renovated apartment for rent,74982218,Miki,Manhattan,Harlem,40.81309,-73.95336,Private room,32,4,45,1/07/2019,2.53,2,38
10720,Heart of Williamsburg living for 1-5 msg!,3270796,Jess,Brooklyn,Williamsburg,40.71038,-73.96094,Private room,70,2,7,28/06/2019,3.62,2,55
10721,Peaceful place 10min. from Center of New York City,72872297,Zamira,Queens,Long Island City,40.75558,-73.93643,Private room,75,2,67,1/07/2019,4.93,1,11
10722,East Village 1 BDRM - Trendy Area - Subway 1.5 Blk,21315876,Helen,Manhattan,East Village,40.72472,-73.98665,Entire home/apt,128,1,28,6/07/2019,0.79,2,178
10723,East Harlem Haven,1743381,Natalie,Manhattan,East Harlem,40.79313,-73.93991,Entire home/apt,108,7,3,9/12/2018,0.16,1,20
10724,Morningside Heights: Comfy and Cozy 1 BR,32219748,JacQueline,Manhattan,Morningside Heights,40.81005,-73.9572,Entire home/apt,105,5,2,29/08/2016,0.06,1,0
10725,Spacious and Bright Williamsburg Loft,5537011,Ian,Brooklyn,Williamsburg,40.71474,-73.94441,Entire home/apt,175,2,6,29/06/2019,2.37,1,176
10726,Charming Apartment near Central Park with Balcony,844253,Ariane,Manhattan,Upper West Side,40.7786,-73.97578,Entire home/apt,350,7,1,20/08/2018,0.09,1,292
10727,SPECTACULAR 2br high floor (Website hidden by Airbnb) view,6393008,Labeat,Manhattan,Hell's Kitchen,40.76485,-73.98525,Entire home/apt,471,3,1,28/04/2019,0.42,1,188
10728,Sunny Manhattan Apartment!!,10611392,Lola,Manhattan,East Harlem,40.79331,-73.94149,Entire home/apt,250,4,13,8/10/2018,0.32,1,35
10729,HUGE lofty room & tall ceilings Bushwick/Ridgewood,4386682,Francesco,Queens,Ridgewood,40.70435,-73.91207,Private room,42,7,3,7/03/2017,0.09,3,0
10730,Sobro,262047205,Adriana,Bronx,Mott Haven,40.80689,-73.91437,Entire home/apt,100,3,4,1/07/2019,2.79,1,330
10731,Cozy place located in the Heart of Manhattan,248788151,Anayah,Manhattan,Hell's Kitchen,40.76156,-73.98749,Entire home/apt,160,3,8,8/07/2019,2.58,1,1
10732,Private bedroom apartment 4B,18212433,Veronique Camille,Manhattan,East Harlem,40.79319,-73.94209,Private room,50,21,3,12/02/2019,0.3,8,350
10733,Amazing two bedroom with the terrace/73A.,48146336,Irina,Manhattan,Hell's Kitchen,40.76157,-73.99358,Entire home/apt,190,30,1,11/02/2019,0.2,20,331
10734,3BR Modern Upper West CPW w/doorman,1106592,Scott,Manhattan,Upper West Side,40.79502,-73.96703,Entire home/apt,500,3,0,,,1,0
10735,Suite 18 - Private Room w/ bath,99296570,Daisy,Brooklyn,Brighton Beach,40.58195,-73.95789,Private room,30,1,70,23/06/2019,3.97,5,193
10736,Ladies Dorm Shared Room (( Bottom Bunk Bed)),3294438,Torell,Brooklyn,Bedford-Stuyvesant,40.68609,-73.95736,Shared room,45,2,14,12/03/2019,1.18,3,306
10737,Cozy studio Apartment in Upper East,39260,Mat,Manhattan,East Harlem,40.79056,-73.9468,Entire home/apt,120,2,86,20/06/2019,0.91,1,268
10738,Midtown Luxury Living room close to Highline,130982506,Chen,Manhattan,Chelsea,40.75378,-74.00274,Private room,68,14,0,,,1,0
10739,"Sublet in Williamsburg, 50 steps from L train",23670318,Sean,Brooklyn,Williamsburg,40.7135,-73.94644,Private room,48,28,0,,,1,0
10740,"Private Comfy 2 Room Apt, 23min to Manhattan",88361314,Cindy,Brooklyn,Windsor Terrace,40.65823,-73.98059,Entire home/apt,99,4,75,10/06/2019,2.16,1,216
10741,Studio one block from Central Park,33221872,Jocelyn,Manhattan,Upper West Side,40.78587,-73.97181,Entire home/apt,200,7,3,21/08/2015,0.06,1,0
10742,Convienent Midtown West getwaway!,28362995,Landa,Manhattan,Hell's Kitchen,40.76042,-73.99021,Entire home/apt,300,3,0,,,1,0
10743,Sharp Upper East Side 2BR w/ Gym + W/D near the MET by Blueground,107434423,Blueground,Manhattan,Upper East Side,40.77739,-73.94916,Entire home/apt,393,30,0,,,232,307
10744,"French charm at Château Village, Greenwich Village",38827405,John,Manhattan,Greenwich Village,40.7292,-74.00209,Private room,145,3,62,6/06/2018,1.3,1,0
10745,Modern Studio Queen Room In Gowanus Inn,159091490,Melissa,Brooklyn,Gowanus,40.67893,-73.98365,Private room,139,1,10,19/06/2019,0.51,17,364
10746,HUGE Cobble Hill 2BR/2BA,822034,Rly,Brooklyn,Cobble Hill,40.68719,-73.99384,Entire home/apt,210,30,0,,,1,54
10747,One Bedroom Apartment in Williamsburg Brooklyn,121244117,Todd,Brooklyn,Williamsburg,40.71869,-73.95158,Entire home/apt,100,2,1,24/03/2017,0.04,1,0
10748,VINTAGE COZY PLACE,220786352,Reina,Manhattan,Harlem,40.82426,-73.95231,Entire home/apt,125,3,8,24/06/2019,1.17,1,119
10749,Cozy room in Beautiful Brooklyn!,37236633,Elís,Brooklyn,Bedford-Stuyvesant,40.68273,-73.93397,Private room,50,30,2,31/12/2016,0.07,1,0
10750,"Private Room with Full Private Bath, cozy&quiet",121109701,Sean,Brooklyn,Williamsburg,40.70961,-73.94635,Private room,45,1,98,27/06/2019,3.53,1,44
10751,Brooklyn Apt w/ Recording Studio,9739435,Maureen And Ned,Brooklyn,Gowanus,40.67475,-73.99707,Entire home/apt,500,2,0,,,1,365
10752,Brownstone 1 Bedroom Apt in Bushwick,160474324,Noel,Brooklyn,Bushwick,40.69267,-73.9218,Entire home/apt,70,5,1,14/12/2017,0.05,1,0
10753,Cozy spacious room in LIC with backyard and bath,63235915,Shen,Queens,Long Island City,40.76024,-73.94091,Private room,61,3,1,1/08/2017,0.04,1,0
10754,Williamsburg Penthouse w/ Private Roof,3781090,Jamil,Brooklyn,Williamsburg,40.70724,-73.94379,Entire home/apt,100,2,36,27/05/2019,1.19,1,0
10755,PRIME WEST VILLAGE STUDIO APARTMENT,132644544,Sacha,Manhattan,West Village,40.73532,-73.99874,Entire home/apt,150,2,0,,,1,2
10756,SUPER CUTE EAST VILLAGE APARTMENT,1415590,Cameron,Manhattan,East Village,40.72454,-73.99151,Entire home/apt,250,3,24,27/06/2019,0.26,1,16
10757,Quiet and safe one bedroom in Upper Manhattan,228980689,Mark,Manhattan,Washington Heights,40.85502,-73.92763,Entire home/apt,150,5,9,1/07/2019,1.27,1,286
10758,Studio in the fabulous West Village,31248442,Hayley Lynn,Manhattan,West Village,40.7347,-74.00784,Entire home/apt,150,2,1,21/05/2018,0.07,1,0
10759,East Harlem Modern & Luxurious Studio,225252724,Fabiola,Manhattan,East Harlem,40.79758,-73.93808,Entire home/apt,98,1,0,,,1,25
10760,Sunny Apartment Across from Sunset Park,7609268,Zoey,Brooklyn,Sunset Park,40.65038,-74.00551,Entire home/apt,99,3,25,30/06/2019,0.73,1,12
10761,Spacious and Homey Room,5666720,Jules Slutsky,Brooklyn,Crown Heights,40.67185,-73.94524,Private room,100,3,0,,,1,220
10762,Large One Bedroom  in Inwood.,51152932,Katelynn,Manhattan,Inwood,40.86794,-73.91629,Entire home/apt,70,1,4,7/10/2018,0.2,1,3
10763,"Homey 1BR in Fun, Central West Village w/ Doorman by Blueground",107434423,Blueground,Manhattan,West Village,40.73003,-74.00215,Entire home/apt,396,30,0,,,232,163
10764,Le Chateau,22307859,Sharon,Brooklyn,Flatbush,40.6363,-73.95168,Private room,98,3,0,,,5,0
10765,Spacious Room in 4 BR!,245637171,Min,Manhattan,East Village,40.72849,-73.98576,Private room,82,30,0,,,8,365
10766,Cozy Mid Century Modern Studio 15 min to Manhattan,178507107,Alyssa,Brooklyn,Bushwick,40.70484,-73.92117,Entire home/apt,100,2,7,29/04/2018,0.45,1,0
10767,Whimsical & Cute Private Room in 2 Bdrm Apt,3360346,Christen,Brooklyn,Williamsburg,40.71622,-73.94273,Private room,50,14,54,6/05/2019,1.61,2,86
10768,Light Filled Chinatown Apartment,2909294,Erin,Manhattan,Chinatown,40.71534,-73.99918,Entire home/apt,150,1,23,1/07/2019,1.42,1,14
10769,Soho Nolita Private capsule Loft NYC Female only,10164435,Stella,Manhattan,Nolita,40.72124,-73.99425,Private room,68,1,28,24/06/2019,2.84,3,21
10770,Cozy  room at trendy Lower east side,19195540,Dor,Manhattan,Lower East Side,40.71894,-73.99205,Private room,120,3,86,6/06/2019,1.82,3,99
10771,3 bedroom near Park,46502890,Jackie,Queens,Jamaica Estates,40.72191,-73.78207,Private room,500,1,0,,,2,0
10772,"Columbus Circle, Central Park, Time Warner O MY!",42628496,Kenny,Manhattan,Hell's Kitchen,40.76616,-73.98441,Private room,125,1,39,14/04/2019,1.83,1,0
10773,FAB 1BD Sunnyside Gardens Apt with Patio,5665728,Ryan,Queens,Sunnyside,40.74801,-73.91777,Entire home/apt,300,2,0,,,1,0
10774,Cozy bedroom with patio in  townhouse in Brooklyn,1192659,Leandro And Julia,Brooklyn,Bedford-Stuyvesant,40.68775,-73.9277,Private room,50,4,1,16/06/2019,1,3,23
10775,Greenpoint Sun Garden (Entire Loft),108150300,Cassi,Brooklyn,Greenpoint,40.72713,-73.95509,Entire home/apt,150,1,1,18/02/2019,0.21,2,2
10776,Modern Luxury Private Room Steps from subway,218407281,Sahar,Manhattan,East Harlem,40.80551,-73.93654,Private room,75,2,3,24/05/2019,1.17,1,332
10777,NYC private room in Private house|Mt Vernon area,149618690,Tunzil,Bronx,Wakefield,40.90356,-73.84172,Private room,59,1,11,10/06/2019,0.5,1,35
10778,1 XLrg BR w backyard - Heart of city next to PENN,9367710,Prem,Manhattan,Hell's Kitchen,40.75543,-73.99662,Private room,140,1,0,,,1,0
10779,Large Room and Windows in Cozy Crown Heights,230698955,Victoria,Brooklyn,Crown Heights,40.67119,-73.93468,Private room,45,1,0,,,2,0
10780,Gorgeous Chic Apt on Prime West Village Street,16545323,Katie,Manhattan,West Village,40.73504,-74.00658,Entire home/apt,288,7,14,6/11/2017,0.23,1,222
10781,Bronx home with rooftop and laundry,29412145,Samantha,Bronx,Port Morris,40.80726,-73.92999,Private room,50,2,4,2/01/2018,0.21,1,0
10782,Bohemian twist studio,140348326,Sanja,Queens,Astoria,40.75807,-73.91582,Entire home/apt,80,4,0,,,2,0
10783,Highclass clean and calm,247171817,Habiba,Queens,Sunnyside,40.74685,-73.91586,Private room,50,1,1,7/04/2019,0.32,1,66
10784,Massage Spa. Stay overnight. Authors Artist dream.,274079964,Richard,Brooklyn,Sheepshead Bay,40.59866,-73.95661,Private room,500,1,0,,,1,23
10785,Beautiful apartment /1 min walk from Time Square,119005168,Noah,Manhattan,Theater District,40.75982,-73.98662,Entire home/apt,400,2,0,,,1,3
10786,Industrial Brooklyn Loft with Tree-Lined Windows,319077,Shell,Brooklyn,Clinton Hill,40.68722,-73.96289,Entire home/apt,500,1,54,24/03/2019,0.65,4,365
10787,Welcome Palace 2 !!!,182954454,Thaddeus,Queens,Jamaica,40.67105,-73.77308,Private room,75,2,0,,,2,88
10788,Spacious 1-bedroom apartment in prime Midtown East,4294646,Maggie,Manhattan,Midtown,40.75377,-73.96609,Entire home/apt,90,30,4,1/07/2019,0.35,1,0
10789,Sunlit cozy room in the heart of Williamsburg!,31681589,Shanise,Brooklyn,Williamsburg,40.70882,-73.95445,Private room,90,2,4,8/05/2017,0.15,1,0
10790,"My Style法拉盛中心 靠近地铁站
1 Queen bed room",109507109,Haifeng,Queens,Flushing,40.76005,-73.83447,Private room,60,2,21,16/06/2019,2.04,1,51
10791,vacation New York,265499023,Jenny,Bronx,Mount Hope,40.84607,-73.9071,Private room,55,91,0,,,1,364
10792,Clean condo apartment in TS,6837486,Onusa,Manhattan,Theater District,40.75927,-73.98646,Entire home/apt,100,1,0,,,1,0
10793,Room in lovely E.Village triplex,7460434,Rocco,Manhattan,East Village,40.72383,-73.9829,Private room,120,3,90,14/06/2019,1.25,2,173
10794,2254 and 2nd avenue,43531190,Kasun,Manhattan,East Harlem,40.79701,-73.93709,Private room,45,240,0,,,1,280
10795,"Home 4 Medical Professionals - The ""Trigeminal""",26377263,Stat,Brooklyn,Bedford-Stuyvesant,40.68943,-73.95186,Private room,54,30,0,,,43,328
10796,Nice apt in New York,15809410,Gabriela,Manhattan,Morningside Heights,40.81464,-73.96185,Entire home/apt,186,7,0,,,1,0
10797,"Artist's nest, in the heart of the East Village",20745804,Guy,Manhattan,East Village,40.72707,-73.9853,Entire home/apt,240,3,2,26/11/2018,0.24,1,0
10798,Huge sunny room PRIVATE BATHROOM 15 min 2 Times Sq,128156060,Doa,Queens,Sunnyside,40.74194,-73.91289,Private room,70,21,22,10/03/2019,1.02,1,0
10799,A room in 3-bedroom apartment,264296595,Hyunsung,Queens,Flushing,40.75926,-73.82641,Shared room,75,1,1,8/07/2019,1,3,349
10800,NEW NICE CLEAN & COZY PRIVATE ROOM,21091779,Caroline,Brooklyn,Bedford-Stuyvesant,40.68552,-73.9227,Private room,60,1,104,30/06/2019,2.68,3,293
10801,"Sunnyside -  Huge Private Bedroom, right by 7train",172541609,S,Queens,Sunnyside,40.74625,-73.91388,Private room,65,2,10,5/07/2019,0.78,1,44
10802,1 bedroom at 190 east 7th street. Doorman,95175637,Curtis,Manhattan,East Village,40.72563,-73.98169,Private room,200,1,2,28/10/2018,0.1,1,0
10803,Entire 1 Bedroom Apartment with Rooftop Access,37426897,Rosie,Brooklyn,Clinton Hill,40.69474,-73.96655,Entire home/apt,100,1,6,24/06/2019,4.19,1,80
10804,"Beautiful 1 BR, Gramercy",178224519,Lisa,Manhattan,Kips Bay,40.74134,-73.98101,Entire home/apt,150,30,0,,,8,364
10805,Amazing 1Br Apt in luxury building in williamsburg,170574337,Barthelemy,Brooklyn,Williamsburg,40.71691,-73.96302,Entire home/apt,200,3,19,20/05/2019,1.1,1,4
10806,Brooklyn Bed and Breakfast next to Prospect Park,14022130,Farah,Brooklyn,Prospect-Lefferts Gardens,40.65646,-73.95229,Entire home/apt,115,2,1,26/12/2018,0.15,1,0
10807,Luxury bedroom - Nomad Chelsea area,52183380,Andy,Manhattan,Chelsea,40.74381,-73.9923,Entire home/apt,110,30,2,22/10/2016,0.06,1,0
10808,Brooklyn Garden Apartment in 2 Family House,3811546,Vinz,Brooklyn,Bedford-Stuyvesant,40.69076,-73.95404,Entire home/apt,122,4,59,1/09/2018,2.11,1,217
10809,Beautiful Central Harlem Apartment,2650644,Bianca,Manhattan,Harlem,40.81306,-73.94141,Entire home/apt,70,7,12,19/01/2019,0.33,1,38
10810,Big sunny room for women only,267912902,Shira,Brooklyn,Borough Park,40.62434,-73.98821,Private room,80,3,1,25/06/2019,1,2,179
10811,Fabulous Industrial Dumbo Loft,2902266,Kate,Brooklyn,DUMBO,40.70434,-73.98989,Private room,125,20,35,5/01/2015,0.45,1,311
10812,Spacious bedroom with washer and dryer unit.,144863350,Keith,Manhattan,Harlem,40.81482,-73.95192,Private room,51,1,12,15/05/2019,4.34,1,0
10813,Spacious 1BR on the border of West Village/Chelsea,24861274,Madison,Manhattan,Chelsea,40.73881,-73.99741,Entire home/apt,200,2,24,1/07/2019,1.14,1,20
10814,Cozy Greenpoint Getaway,13543967,Paulina,Brooklyn,Greenpoint,40.72912,-73.95203,Private room,100,3,4,30/06/2019,1.36,1,53
10815,Bright & big apt 3 blks from subway,946323,Ran,Brooklyn,Flatbush,40.63826,-73.96815,Entire home/apt,125,3,6,8/07/2016,0.11,1,0
10816,Room in Apt near Central Park & Columbia,20812159,Gio,Manhattan,Harlem,40.80214,-73.95658,Private room,55,2,8,29/07/2017,0.31,1,0
10817,Best Private Room in Times Sq!,42951928,Prashanth,Manhattan,Theater District,40.76205,-73.9845,Private room,49,1,8,21/08/2017,0.18,1,0
10818,Wyndham 2 doubles hotel room,60617669,Rich,Manhattan,Midtown,40.75169,-73.97174,Entire home/apt,149,2,2,1/01/2017,0.06,4,0
10819,"Newly renovated, large room. Right by trains!",2431149,Delphina,Brooklyn,Crown Heights,40.66926,-73.93211,Private room,49,1,13,1/05/2017,0.44,2,0
10820,Bright Quiet Room in the West Village,108890111,Miguel,Manhattan,West Village,40.73045,-74.00266,Private room,90,2,1,2/01/2019,0.16,1,0
10821,Entire Astoria Hardwood Floor 1 BR Apartment,72839296,Megahn,Queens,Long Island City,40.76235,-73.92973,Entire home/apt,99,2,16,10/12/2016,0.44,1,0
